PlotID,PINumber,Row,Column,Block,Treatment,DaysToFlower,MedianLeafAngle,LeafAngleSDV,PoorStand?,PaniclesPerPlot,PanicleGrainWeight,EstimatedPlotYield,FlagLeafLength,FlagLeafWidth,ExtantLeafNumber,PlantHeight,ThirdLeafLength,ThirdLeafWidth,TillersPerPlant,StemDiameterLower,StemDiameterUpper,RachisLength,RachisDiameterLower,RachisDiameterUpper,PrimaryBrancSufficientNitrogeno,BranchInternodeLength,ProteinPCT,OilPCT,FiberPCT,AshPCT,StarchPCT,KernelColor
5338,PI 656071,27,6,5,SufficientNitrogen,72.0,62.1,9.29,N,11.0,82.3,905.3,32.5,6.6,15.0,122.0,63.0,8.0,0.0,28.75,13.13,8.7,11.54,4.48,55.5,2.15,10.52,11.59,3.97,1.66,67.71,White
5339,PI 642992,15,5,5,SufficientNitrogen,67.0,47.4,7.8,N,18.0,59.8,1076.4,36.0,5.5,15.0,253.0,59.0,6.0,0.0,20.98,10.65,23.33,7.15,2.88,59.0,3.0,10.4,15.14,4.31,1.74,66.58,White
5340,PI 656051,16,5,5,SufficientNitrogen,68.0,32.2,7.16,N,18.0,56.7,1020.6,46.5,7.2,14.0,140.0,67.0,9.2,0.0,26.63,13.39,26.67,8.53,2.14,71.33,1.6,9.82,12.1,4.91,1.56,71.76,White
5341,PI 597945,17,5,5,SufficientNitrogen,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
5342,PI 564163,18,5,5,SufficientNitrogen,60.0,44.1,5.49,N,19.0,46.9,891.1,37.5,5.2,12.0,110.0,80.0,7.0,0.67,23.32,10.81,28.57,7.4,2.94,58.33,2.33,10.3,12.26,4.67,1.61,74.32,White
5343,PI 656006,19,5,5,SufficientNitrogen,67.0,41.4,7.44,N,17.0,61.5,1045.5,48.5,5.5,14.0,80.0,71.0,7.4,0.67,24.47,8.85,29.0,7.26,2.4,54.0,1.67,10.17,12.07,4.8,1.59,72.97,White 
5344,PI 655998,20,5,5,SufficientNitrogen,56.0,37.0,7.72,N,10.0,39.3,393.0,44.5,3.6,10.0,60.0,67.0,6.8,0.0,22.18,11.29,29.43,7.29,2.51,76.33,2.27,10.26,13.67,4.19,1.64,69.29,Grey
5347,PI 533972,23,5,5,SufficientNitrogen,67.0,48.7,3.12,N,18.0,57.5,1035.0,54.2,7.9,12.0,122.0,83.0,7.0,0.33,20.31,10.33,14.57,9.67,5.52,51.67,1.9,10.48,11.93,4.9,1.47,71.68,Yellow 
5348,PI 534114,24,5,5,SufficientNitrogen,64.0,45.3,6.9,N,24.0,28.6,686.4,38.6,5.6,13.0,83.0,60.5,5.5,1.67,23.91,8.93,23.1,7.27,1.74,53.67,3.33,10.74,13.22,4.25,1.63,66.48,Orange
5349,PI 576396,25,5,5,SufficientNitrogen,62.0,44.2,7.74,N,16.0,44.8,716.8,40.5,5.2,14.0,86.0,58.0,6.0,0.0,18.13,9.29,7.7,6.95,5.83,27.0,2.27,10.17,11.17,4.64,1.47,70.21,Brown
5350,PI 552861,26,5,5,SufficientNitrogen,63.0,28.3,6.85,N,14.0,63.0,882.0,30.8,3.5,12.0,82.0,64.0,8.0,0.0,17.92,9.55,27.9,7.27,2.38,53.67,2.83,10.47,9.8,4.68,1.25,74.97,White 
5351,PI 534135,27,5,5,SufficientNitrogen,76.0,27.1,4.67,N,13.0,11.7,152.1,40.9,4.9,16.0,62.0,65.0,6.3,0.0,29.01,10.15,17.57,7.65,2.81,72.0,3.03,10.37,14.09,4.94,1.74,72.21,Yellow
5352,PI 564163,15,4,5,SufficientNitrogen,59.0,41.9,4.88,N,13.0,44.1,573.3,33.5,4.1,12.0,95.0,77.5,7.6,0.0,19.56,9.65,27.43,5.98,1.9,52.67,2.57,9.75,12.84,4.49,1.54,73.67,White 
5353,PI 533863,16,4,5,SufficientNitrogen,62.0,60.4,7.38,N,21.0,33.7,707.7,37.5,5.0,11.0,132.0,59.0,5.0,3.67,23.84,9.3,23.43,5.91,2.48,40.33,2.5,10.26,12.53,4.72,1.6,71.38,White 
5354,PI 656050,17,4,5,SufficientNitrogen,60.0,55.3,11.94,N,25.0,13.7,342.5,46.0,6.1,12.0,284.0,59.0,6.5,1.33,18.78,10.43,26.8,8.42,2.85,69.5,2.6,9.62,11.01,4.59,1.28,72.28,White
5355,PI 656048,18,4,5,SufficientNitrogen,66.0,41.6,6.54,N,11.0,51.8,569.8,32.6,3.7,14.0,120.0,58.0,6.7,1.0,24.17,9.97,23.43,6.95,2.56,58.0,0.8,10.29,9.37,4.93,1.29,75.94,White 
5356,PI 534101,19,4,5,SufficientNitrogen,60.0,56.0,4.08,N,22.0,40.2,884.4,35.4,4.1,13.0,175.0,64.0,6.6,1.0,21.76,10.43,22.03,7.74,2.58,60.67,1.63,10.44,11.93,4.64,1.39,70.75,Mustard 
5357,PI 595744,20,4,5,SufficientNitrogen,60.0,52.0,3.5,N,16.0,51.4,822.4,26.5,4.0,12.0,106.0,52.0,8.7,0.0,21.26,11.36,17.2,9.43,3.98,74.67,2.3,10.35,11.25,4.52,1.34,72.33,White
5360,PI 656061,23,4,5,SufficientNitrogen,71.0,42.8,6.07,N,,16.1,,36.4,3.9,14.0,100.0,65.0,7.0,0.0,23.85,9.14,15.77,7.27,2.93,50.67,1.97,10.44,13.7,4.47,1.9,68.68,Orange
5361,PI 659694,24,4,5,SufficientNitrogen,66.0,49.5,5.15,N,20.0,48.5,970.0,45.0,4.7,12.0,110.0,62.5,6.7,1.0,21.61,11.32,22.83,8.36,1.83,36.67,1.63,10.09,10.27,5.1,1.35,75.0,Yellow 
5362,PI 629059,25,4,5,SufficientNitrogen,60.0,40.0,0.67,N,20.0,54.7,1094.0,47.5,5.1,12.0,83.0,78.0,7.3,0.33,21.17,9.61,24.5,6.47,2.34,57.0,1.23,10.63,12.06,4.62,1.65,74.28,White
5363,PI 564163,26,4,5,SufficientNitrogen,62.0,28.6,5.76,N,18.0,56.2,1011.6,30.5,4.0,12.0,98.0,81.5,7.5,0.0,19.28,8.59,24.6,6.12,2.49,56.67,2.1,9.62,9.76,4.47,1.45,74.88,White
5364,PI 533785,27,4,5,SufficientNitrogen,62.0,42.9,2.64,N,19.0,24.9,473.1,39.6,5.0,11.0,95.0,72.0,6.8,0.0,21.72,9.44,44.93,5.36,0.81,93.0,2.77,10.04,10.89,4.5,1.48,69.58,Orange
5365,PI 561073,15,3,5,SufficientNitrogen,73.0,48.6,5.43,Y,5.0,,,39.3,4.2,16.0,118.0,59.0,7.5,0.67,33.3,14.31,21.87,7.69,3.22,33.33,3.27,,,,,,
5366,PI 597965,16,3,5,SufficientNitrogen,56.0,64.3,4.84,N,14.0,62.8,879.2,25.5,5.0,14.0,112.0,65.0,8.2,0.0,25.24,12.87,14.8,11.22,4.69,76.67,3.1,10.73,14.03,4.54,1.68,70.54,Grey
5367,PI 534053,17,3,5,SufficientNitrogen,63.0,57.5,4.66,N,33.0,22.6,745.8,42.5,4.2,13.0,85.0,31.0,5.3,1.67,20.09,8.39,18.23,5.65,1.18,60.67,1.93,10.95,11.89,3.69,1.55,64.13,White
5368,PI 656077,18,3,5,SufficientNitrogen,56.0,56.3,5.48,N,24.0,10.3,247.2,41.0,2.8,11.0,153.0,73.0,6.1,0.67,16.79,10.23,21.4,6.77,0.8,71.33,2.87,8.98,18.24,1.5,1.78,68.22,Orange
5369,PI 534112,19,3,5,SufficientNitrogen,62.0,30.8,5.18,N,22.0,38.0,836.0,53.0,6.8,13.0,92.0,86.0,7.5,2.33,19.21,10.13,15.5,8.52,2.85,58.0,2.33,10.28,12.51,4.61,1.56,69.71,Mustard
5370,PI 576387,20,3,5,SufficientNitrogen,56.0,46.5,10.08,N,20.0,43.4,868.0,32.0,4.0,14.0,118.0,67.5,6.0,1.0,26.27,12.13,12.1,9.85,4.06,62.0,2.63,9.57,11.62,4.13,1.37,70.95,White
5373,PI 642998,23,3,5,SufficientNitrogen,63.0,64.5,7.28,N,26.0,9.8,254.8,55.0,6.6,11.0,288.0,61.0,7.0,0.0,20.4,11.27,26.97,8.1,2.09,61.0,27.97,11.32,14.24,2.92,1.9,49.02,Brown
5374,PI 533750,24,3,5,SufficientNitrogen,59.0,52.0,9.24,N,26.0,21.2,551.2,48.0,4.5,10.0,70.0,69.0,6.0,1.33,25.74,12.69,32.93,8.48,0.84,66.67,4.13,10.15,15.79,4.64,1.7,70.86,Brown
5375,PI 533824,25,3,5,SufficientNitrogen,65.0,37.0,9.41,N,20.0,23.9,478.0,42.1,5.8,13.0,75.0,58.5,7.5,0.33,22.74,10.12,19.93,6.35,0.83,68.67,3.0,12.18,11.89,3.0,1.78,61.08,Brown
5376,PI 576340,26,3,5,SufficientNitrogen,63.0,55.8,9.78,N,14.0,,,34.0,4.4,13.0,119.0,53.0,7.6,0.0,25.45,10.39,26.13,7.51,1.99,50.67,2.13,,,,,,
5377,PI 564163,27,3,5,SufficientNitrogen,59.0,48.0,5.61,N,14.0,47.7,667.8,39.5,4.5,14.0,98.0,65.0,7.0,0.33,18.98,8.88,27.27,6.35,0.9,60.0,2.37,9.86,12.5,4.21,1.61,73.39,White 
5381,PI 561472,18,2,5,SufficientNitrogen,69.0,46.9,9.86,N,15.0,64.2,963.0,42.7,6.1,13.0,170.0,78.0,8.5,1.0,22.24,12.67,22.7,8.73,1.11,62.0,2.37,10.13,9.29,4.93,1.35,74.84,White
5382,PI 597964,19,2,5,SufficientNitrogen,69.0,41.5,4.37,N,14.0,49.0,686.0,44.6,8.1,13.0,105.0,67.0,9.7,0.0,30.9,12.28,18.5,9.77,3.08,64.0,2.57,10.47,10.28,4.88,1.4,73.03,Brown
5383,PI 585295,20,2,5,SufficientNitrogen,67.0,46.1,6.02,N,11.0,53.1,584.1,49.7,5.2,13.0,88.0,74.0,9.0,0.67,29.56,13.04,34.27,9.02,1.31,76.0,2.73,10.5,12.27,4.64,1.54,71.6,Yellow
5386,PI 534021,23,2,5,SufficientNitrogen,76.0,35.5,6.79,N,15.0,43.1,646.5,,,13.0,83.0,72.0,7.5,2.0,28.67,11.57,22.6,7.99,1.09,106.67,1.47,10.63,12.49,4.77,1.72,72.17,White 
5387,PI 656086,24,2,5,SufficientNitrogen,67.0,56.9,4.25,N,10.0,50.6,506.0,36.4,3.9,14.0,135.0,64.0,7.7,0.33,30.2,12.58,23.5,9.38,1.27,99.33,2.67,11.01,13.33,4.53,1.47,69.79,Orange 
5388,PI 533919,25,2,5,SufficientNitrogen,63.0,47.4,8.08,N,14.0,38.8,543.2,60.0,6.0,11.0,77.0,72.5,7.5,0.33,26.43,14.5,36.1,9.95,1.14,91.33,4.17,11.51,15.66,3.43,1.8,61.47,Brown
5389,PI 564163,26,2,5,SufficientNitrogen,60.0,40.1,2.39,N,15.0,47.5,712.5,29.0,3.8,12.0,101.0,68.5,6.5,1.0,23.74,10.4,29.5,7.55,2.04,61.67,2.63,10.03,11.92,4.38,1.54,73.49,White
5390,PI 534138,27,2,5,SufficientNitrogen,75.0,38.4,,Y,6.0,,,26.7,3.4,14.0,82.0,68.0,6.2,5.0,28.25,11.37,24.9,8.2,0.93,73.0,1.7,,,,,,
6001,PI 564163,29,31,6,LowNitrogen,69.0,43.4,7.32,N,,77.1,,34.0,3.8,11.0,95.0,66.3,8.4,0.33,28.69,11.91,23.57,7.2,2.95,53.33,2.17,,,,,,
6002,PI 564163,30,31,6,LowNitrogen,65.0,34.4,,Y,,,,31.5,4.5,10.0,89.0,72.6,9.3,0.0,27.34,11.4,26.27,7.45,2.39,62.33,1.57,,,,,,
6003,PI 656110,31,31,6,LowNitrogen,71.0,40.7,3.03,N,19.0,15.7,298.3,47.6,5.3,12.0,62.0,69.2,8.7,1.33,24.99,9.05,12.1,6.73,3.29,63.33,1.0,,,,,,
6008,PI 656036,36,31,6,LowNitrogen,76.0,34.1,,Y,5.0,,,41.8,4.2,11.0,125.0,,,3.0,16.17,6.04,29.1,3.51,1.38,67.0,1.2,,,,,,
6009,PI 533927,37,31,6,LowNitrogen,69.0,43.25,5.93,N,13.0,11.5,149.5,40.6,5.2,14.0,178.0,,,2.0,20.14,11.11,22.73,8.8,4.61,53.67,3.07,,,,,,
6010,PI 564163,38,31,6,LowNitrogen,68.0,33.3,5.08,Y,,,,32.0,5.0,13.0,108.0,,,0.0,28.75,12.54,26.13,7.91,3.14,68.33,1.83,,,,,,
6011,PI 656061,39,31,6,LowNitrogen,76.0,43.6,5.71,N,8.0,12.1,96.8,38.3,4.3,12.0,96.0,,,0.67,28.57,11.16,14.7,6.93,3.78,55.0,1.03,,,,,,
6014,PI 655976,29,30,6,LowNitrogen,69.0,45.5,5.91,N,11.0,45.5,500.5,44.4,4.4,14.0,83.0,77.9,7.3,0.0,24.91,10.74,17.3,6.98,3.12,40.0,1.33,,,,,,
6015,PI 595699,30,30,6,LowNitrogen,76.0,24.1,10.14,N,5.0,42.4,212.0,36.7,4.4,13.0,75.0,57.3,8.1,0.0,22.3,9.22,17.3,6.14,3.27,68.0,1.1,,,,,,
6016,PI 642793,31,30,6,LowNitrogen,73.0,35.0,3.29,N,17.0,22.9,389.3,26.7,4.8,13.0,80.0,47.2,6.0,0.0,21.79,10.14,19.13,5.2,2.97,49.0,1.2,,,,,,
6017,PI 533996,32,30,6,LowNitrogen,66.0,41.3,7.92,Y,7.0,,,35.8,5.0,12.0,81.0,63.2,6.5,0.0,23.05,11.24,16.8,8.15,4.08,60.67,1.37,,,,,,
6018,PI 656023,33,30,6,LowNitrogen,73.0,33.0,8.7,N,9.0,46.7,420.3,24.3,2.9,12.0,161.0,59.4,7.3,0.0,21.79,7.93,26.07,5.6,2.15,69.33,1.4,,,,,,
6019,PI 533821,34,30,6,LowNitrogen,73.0,42.3,11.19,N,13.0,24.5,318.5,36.6,4.4,14.0,93.0,54.1,7.0,0.0,24.53,12.07,9.83,6.69,3.11,32.33,1.83,,,,,,
6021,PI 656115,36,30,6,LowNitrogen,69.0,32.1,,Y,,,,32.6,3.8,13.0,76.0,61.9,7.8,2.0,30.52,12.91,23.4,7.87,3.33,57.0,2.1,,,,,,
6022,PI 656039,37,30,6,LowNitrogen,72.0,65.1,,Y,7.0,,,31.8,8.3,14.0,132.0,56.1,9.5,0.0,25.56,12.8,31.23,8.35,2.04,57.0,1.5,,,,,,
6023,PI 564163,38,30,6,LowNitrogen,67.0,38.7,9.18,N,,79.0,,30.6,4.5,14.0,100.0,70.5,9.5,0.33,21.54,8.3,22.27,5.49,2.57,49.67,1.6,,,,,,
6024,PI 597971,39,30,6,LowNitrogen,71.0,43.8,5.65,N,12.0,43.7,524.4,32.4,5.2,13.0,85.0,57.8,7.4,0.0,23.5,8.81,21.33,6.63,2.18,81.67,1.83,,,,,,
6025,PI 656053,40,30,6,LowNitrogen,75.0,38.95,7.54,N,8.0,87.9,703.2,51.0,5.9,15.0,70.0,59.3,6.8,0.0,28.27,11.06,21.27,6.28,2.54,51.33,1.83,,,,,,
6026,PI 656007,41,30,6,LowNitrogen,72.0,42.2,3.8,Y,4.0,,,41.6,5.5,14.0,88.0,58.3,6.5,1.0,27.7,9.96,18.95,6.47,5.43,39.5,2.6,,,,,,
6027,PI 656012,29,29,6,LowNitrogen,76.0,39.7,6.41,N,15.0,19.5,292.5,,,17.0,130.0,59.4,7.1,2.0,28.19,11.57,12.3,8.1,2.17,72.33,1.53,,,,,,
6028,PI 534163,30,29,6,LowNitrogen,73.0,39.5,2.6,Y,8.0,,,26.6,4.3,14.0,79.0,58.6,6.7,3.0,32.41,10.07,13.95,7.65,5.31,57.5,2.25,,,,,,
6029,PI 656081,31,29,6,LowNitrogen,56.0,51.4,5.46,Y,15.0,,,49.8,5.0,8.0,120.0,64.1,6.4,5.0,16.92,7.54,31.05,6.17,2.02,43.5,0.5,,,,,,
6030,PI 533956,32,29,6,LowNitrogen,60.0,32.7,7.22,N,17.0,40.2,683.4,44.6,3.7,11.0,128.0,58.6,6.4,0.67,16.12,8.41,15.77,5.89,2.46,38.67,1.9,,,,,,
6031,PI 656028,33,29,6,LowNitrogen,69.0,40.5,10.51,N,17.0,15.0,255.0,30.2,5.8,15.0,282.0,46.4,5.2,1.33,19.43,7.91,18.13,6.44,2.59,62.33,2.27,,,,,,
6032,PI 534047,34,29,6,LowNitrogen,50.0,48.3,8.22,N,22.0,35.6,783.2,39.7,4.1,10.0,73.0,58.3,6.6,0.67,17.52,7.96,29.23,6.97,2.41,48.67,1.7,,,,,,
6033,PI 656003,35,29,6,LowNitrogen,66.0,41.1,11.25,N,22.0,,,39.0,3.5,15.0,140.0,55.3,6.4,4.67,22.38,9.36,24.4,6.39,2.82,66.67,1.2,,,,,,
6035,PI 564163,37,29,6,LowNitrogen,62.0,20.4,5.4,N,,58.2,,35.5,5.0,12.0,112.0,65.1,6.9,0.33,21.54,9.57,26.9,6.84,2.52,53.0,1.5,,,,,,
6036,PI 656108,38,29,6,LowNitrogen,55.0,47.0,6.04,N,14.0,34.9,488.6,53.6,5.2,12.0,97.0,60.1,5.6,1.0,17.1,11.6,11.47,9.34,4.75,96.0,1.53,,,,,,
6037,PI 655977,39,29,6,LowNitrogen,67.0,42.0,4.24,N,18.0,63.6,1144.8,33.0,6.1,11.0,60.0,59.8,8.8,2.0,30.83,11.05,17.33,9.08,2.94,68.67,2.2,,,,,,
6038,PI 656083,40,29,6,LowNitrogen,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
6039,PI 533913,41,29,6,LowNitrogen,63.0,34.4,6.77,N,20.0,27.6,552.0,33.4,5.6,12.0,79.0,57.3,6.3,2.0,26.79,10.1,11.47,6.45,4.73,39.33,7.27,,,,,,
6040,PI 655975,29,28,6,LowNitrogen,68.0,46.25,5.45,Y,4.0,,,54.0,6.7,13.0,86.0,72.6,8.7,0.33,31.45,13.25,17.2,8.31,3.15,43.0,2.27,,,,,,
6041,PI 534037,30,28,6,LowNitrogen,64.0,71.1,13.75,N,34.0,16.2,550.8,37.3,5.3,11.0,128.0,42.8,4.9,3.33,18.08,8.88,8.2,6.56,3.26,45.0,2.3,,,,,,
6042,PI 656034,31,28,6,LowNitrogen,72.0,34.3,5.22,N,8.0,82.9,663.2,43.7,6.1,15.0,110.0,78.4,8.9,0.33,29.29,10.75,21.37,7.6,2.92,54.33,1.53,,,,,,
6043,PI 533962,32,28,6,LowNitrogen,67.0,44.3,3.71,N,24.0,25.5,612.0,34.6,3.9,14.0,137.0,59.2,5.3,1.67,20.44,8.14,15.43,6.34,2.29,54.0,0.9,,,,,,
6044,PI 656082,33,28,6,LowNitrogen,76.0,39.35,3.93,N,5.0,22.3,111.5,46.8,4.2,17.0,82.0,69.7,8.3,0.0,37.15,13.39,30.8,10.16,2.19,41.0,3.63,,,,,,
6045,PI 655996,34,28,6,LowNitrogen,67.0,45.0,6.59,N,14.0,52.7,737.8,31.4,4.5,14.0,95.0,73.7,8.8,1.33,25.48,11.64,25.1,8.4,3.24,67.0,1.6,,,,,,
6048,PI 656037,37,28,6,LowNitrogen,68.0,33.3,2.74,N,12.0,77.1,925.2,40.0,6.8,14.0,151.0,55.2,7.6,1.0,27.24,12.29,16.83,8.85,3.25,55.67,0.87,,,,,,
6049,PI 533785,38,28,6,LowNitrogen,64.0,59.7,2.82,N,17.0,31.8,540.6,23.5,4.4,12.0,85.0,65.9,6.3,2.0,23.03,10.17,40.1,6.57,2.7,71.33,3.23,,,,,,
6050,PI 576394,39,28,6,LowNitrogen,62.0,58.2,11.59,N,10.0,45.7,457.0,29.4,4.3,11.0,88.0,63.5,8.4,0.67,25.73,11.96,20.1,7.92,3.21,40.67,2.7,,,,,,
6051,PI 533924,40,28,6,LowNitrogen,73.0,41.4,5.22,N,9.0,14.2,127.8,36.5,5.1,13.0,60.0,55.1,8.1,0.33,28.89,12.27,19.27,8.14,3.66,50.33,2.43,,,,,,
6052,PI 533824,41,28,6,LowNitrogen,69.0,41.4,5.49,N,16.0,33.0,528.0,39.0,6.0,11.0,70.0,60.9,7.7,0.33,21.4,10.05,14.7,7.13,2.88,66.0,2.25,,,,,,
6053,PI 655994,29,27,6,LowNitrogen,62.0,46.4,2.38,N,12.0,18.6,223.2,34.5,5.8,11.0,234.0,,,0.33,17.06,8.23,23.13,6.71,2.43,47.67,1.83,,,,,,
6054,PI 564163,30,27,6,LowNitrogen,66.0,41.0,4.98,N,,38.6,,24.0,3.9,13.0,92.0,78.2,8.4,0.67,28.98,10.12,23.6,8.39,3.29,63.0,1.65,,,,,,
6055,PI 533757,31,27,6,LowNitrogen,72.0,36.6,5.17,N,11.0,33.0,363.0,30.9,6.2,13.0,82.0,47.5,8.9,0.0,26.53,10.52,17.9,7.89,2.75,60.67,1.77,,,,,,
6056,PI 564163,32,27,6,LowNitrogen,69.0,39.4,5.95,N,,69.0,,40.3,5.0,13.0,90.0,81.8,7.6,0.33,27.26,10.46,25.1,7.45,2.91,56.0,0.83,,,,,,
6057,PI 656055,33,27,6,LowNitrogen,66.0,48.8,5.87,N,13.0,48.0,624.0,37.3,6.6,15.0,81.0,70.1,7.3,0.33,24.8,9.67,22.73,6.59,2.58,70.67,1.5,,,,,,
6058,PI 656057,34,27,6,LowNitrogen,79.0,43.95,1.53,N,11.0,,,,,16.0,115.0,58.6,9.9,2.67,27.51,10.12,15.77,8.36,2.74,43.33,1.37,,,,,,
6061,PI 564163,37,27,6,LowNitrogen,65.0,48.05,6.76,N,,96.4,,37.6,6.1,12.0,93.0,72.6,8.3,0.33,29.63,12.48,27.23,8.07,3.38,62.0,2.33,,,,,,
6062,PI 597958,38,27,6,LowNitrogen,65.0,39.5,6.92,N,14.0,19.0,266.0,28.0,4.4,12.0,89.0,52.4,5.0,1.67,27.37,12.0,21.63,8.63,3.39,61.33,2.2,,,,,,
6063,PI 533912,39,27,6,LowNitrogen,49.0,75.3,5.3,N,15.0,24.1,361.5,22.1,4.3,8.0,90.0,53.2,7.0,1.0,15.36,9.8,18.3,8.0,2.22,48.0,1.67,,,,,,
6064,PI 595745,40,27,6,LowNitrogen,63.0,50.0,8.5,N,17.0,16.3,277.1,32.7,3.2,14.0,120.0,57.0,5.6,1.0,23.56,11.08,29.17,9.27,2.9,133.33,1.8,,,,,,
6065,PI 656087,41,27,6,LowNitrogen,55.0,42.7,4.66,N,20.0,20.9,418.0,35.0,5.1,9.0,78.0,71.4,7.3,2.0,19.54,11.59,29.53,7.97,2.81,51.67,2.17,,,,,,
6066,PI 595702,29,26,6,LowNitrogen,63.0,43.1,12.0,N,17.0,27.9,474.3,26.0,3.5,11.0,135.0,51.9,6.7,0.33,21.13,8.63,19.63,5.77,3.27,52.33,1.03,,,,,,
6067,PI 564163,30,26,6,LowNitrogen,63.0,25.5,3.27,N,,27.6,,22.5,3.0,12.0,100.0,64.7,7.2,0.0,19.84,8.28,26.93,5.93,2.3,53.33,1.13,,,,,,
6068,PI 576340,31,26,6,LowNitrogen,64.0,39.2,16.53,N,11.0,36.3,399.3,34.2,5.1,12.0,117.0,61.4,7.3,0.0,22.81,9.01,23.73,6.45,1.84,51.67,1.37,,,,,,
6069,PI 542718,32,26,6,LowNitrogen,61.0,43.1,11.84,N,12.0,55.1,661.2,41.5,7.4,11.0,160.0,51.7,7.0,0.0,17.91,10.3,20.2,8.22,1.7,87.67,0.9,,,,,,
6070,PI 533852,33,26,6,LowNitrogen,63.0,65.85,5.15,Y,6.0,,,29.3,6.0,12.0,78.0,46.3,8.6,1.0,27.54,14.15,10.8,10.58,4.33,65.67,0.93,,,,,,
6071,PI 656000,34,26,6,LowNitrogen,62.0,22.3,7.66,N,9.0,47.8,430.2,36.6,5.0,11.0,80.0,64.2,8.3,0.0,24.56,9.36,23.37,6.4,3.14,78.67,1.1,,,,,,
6072,PI 656019,35,26,6,LowNitrogen,,,,Y,8.0,,,,,12.0,100.0,,,,,,,,,,,,,,,,
6073,PI 534101,36,26,6,LowNitrogen,69.0,44.65,7.85,Y,8.0,68.9,551.2,39.2,4.5,13.0,80.0,,,,,,,,,,,,,,,,
6074,PI 656100,37,26,6,LowNitrogen,75.0,29.9,5.31,N,4.0,20.4,81.6,59.4,7.9,13.0,62.0,73.2,9.3,0.0,26.26,13.2,18.17,10.61,3.3,95.67,0.83,,,,,,
6075,PI 656030,38,26,6,LowNitrogen,50.0,36.5,3.33,N,11.0,32.4,356.4,44.0,6.2,6.0,56.0,53.2,5.1,0.0,14.81,9.79,12.97,7.56,2.2,43.33,0.97,,,,,,
6076,PI 655981,39,26,6,LowNitrogen,68.0,43.2,7.97,N,16.0,1.2,19.2,40.0,3.4,13.0,300.0,,,1.67,19.47,6.54,29.2,4.73,2.09,60.0,1.57,,,,,,
6077,PI 576386,40,26,6,LowNitrogen,75.0,44.2,8.43,N,9.0,12.9,116.1,35.8,3.0,14.0,181.0,60.5,5.6,0.0,25.2,7.75,5.63,4.66,4.36,20.67,0.9,,,,,,
6078,PI 564163,41,26,6,LowNitrogen,60.0,41.2,7.61,Y,,,,38.4,5.5,12.0,95.0,74.3,2.9,0.33,24.68,10.25,26.77,6.8,2.75,60.0,1.4,,,,,,
6079,PI 613536,29,25,6,LowNitrogen,63.0,45.2,,Y,3.0,,,26.0,5.5,9.0,80.0,52.6,11.0,2.0,28.28,14.33,17.0,6.16,2.56,42.0,2.3,,,,,,
6080,PI 659693,30,25,6,LowNitrogen,53.0,43.9,6.76,N,10.0,33.4,334.0,24.5,4.0,10.0,58.0,42.4,7.0,0.0,20.96,9.86,17.43,6.52,3.36,50.33,2.33,,,,,,
6081,PI 564163,31,25,6,LowNitrogen,63.0,27.0,9.27,N,,49.5,,37.4,5.0,12.0,100.0,70.8,8.0,0.0,22.27,8.47,26.5,5.51,2.57,58.0,1.6,,,,,,
6082,PI 641874,32,25,6,LowNitrogen,62.0,44.1,6.32,N,17.0,22.0,374.0,38.3,4.5,10.0,72.0,61.6,5.3,0.0,24.49,12.73,13.1,8.53,4.74,53.0,1.07,,,,,,
6083,PI 576348,33,25,6,LowNitrogen,66.0,36.5,5.09,N,31.0,5.4,167.4,46.0,4.1,11.0,92.0,68.1,5.8,2.33,17.18,5.59,30.8,3.47,1.97,26.33,5.13,,,,,,
6084,PI 655970,34,25,6,LowNitrogen,71.0,32.4,7.78,N,14.0,33.3,466.2,,,14.0,172.0,52.8,7.2,0.0,23.06,9.38,13.67,5.72,4.38,57.0,1.57,,,,,,
6085,PI 595718,35,25,6,LowNitrogen,59.0,63.5,6.9,N,16.0,,,39.0,4.4,11.0,88.0,,,,,,,,,,,,,,,,
6086,PI 564163,36,25,6,LowNitrogen,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
6087,PI 533957,37,25,6,LowNitrogen,61.0,28.2,5.88,N,12.0,33.8,405.6,49.7,5.0,12.0,79.0,65.5,6.0,0.33,24.23,10.55,4.8,5.28,3.44,27.33,7.2,,,,,,
6088,PI 533980,38,25,6,LowNitrogen,69.0,46.6,8.83,N,14.0,25.1,351.4,47.5,4.3,16.0,75.0,57.0,2.5,0.0,26.56,10.79,23.6,6.58,2.62,68.0,1.5,,,,,,
6089,PI 656021,39,25,6,LowNitrogen,66.0,44.7,4.08,N,14.0,46.5,651.0,32.0,4.4,13.0,79.0,72.3,7.4,0.67,21.33,9.74,22.47,6.45,2.81,65.33,1.6,,,,,,
6090,PI 534009,40,25,6,LowNitrogen,79.0,45.1,9.73,N,11.0,6.0,66.0,,,16.0,92.0,53.5,3.5,0.0,25.68,9.82,19.97,7.57,2.47,126.0,0.93,,,,,,
6091,PI 597973,41,25,6,LowNitrogen,73.0,37.1,4.5,N,13.0,2.8,36.4,36.4,5.0,12.0,102.0,63.0,6.6,0.0,27.52,9.38,22.7,6.81,1.55,76.33,1.07,,,,,,
